codcomp,dpto,secc,segm,zona,codloc,nomdpto,nomloc,V_TOT,x,V_TOT_DES,V_PAR,V_PAR_OC,V_PAR_MA,V_PAR_DES,V_COL,V_COL_OC,V_COL_DES,H_TOT,H_PAR,H_PAR_MA,H_COL,P_TOT,P_TOT_HOM,P_TOT_MUJ,P_TOT_PAR,P_HOM_PAR,P_MUJ_PAR,P_TOT_MA,P_HOM_MA,P_MUJ_MA,P_TOT_COL,P_HOM_COL,P_MUJ_COL,BARRIO85,COD_BARRIO,SECPOL_10,CCZ10,CCZ04
601010003,6,1,10,3,6220,DURAZNO,DURAZNO,23,19,4,23,19,0,4,0,0,0,19,19,0,0,48,20,28,48,20,28,0,0,0,0,0,0, ,0,1,0,0
601010004,6,1,10,4,6220,DURAZNO,DURAZNO,23,22,1,23,22,0,1,0,0,0,22,22,0,0,51,26,25,51,26,25,0,0,0,0,0,0, ,0,1,0,0
601010005,6,1,10,5,6220,DURAZNO,DURAZNO,21,20,1,21,20,0,1,0,0,0,20,20,0,0,58,25,33,58,25,33,0,0,0,0,0,0, ,0,1,0,0
601010006,6,1,10,6,6220,DURAZNO,DURAZNO,26,22,4,26,22,0,4,0,0,0,22,22,0,0,49,25,24,49,25,24,0,0,0,0,0,0, ,0,1,0,0
601010007,6,1,10,7,6220,DURAZNO,DURAZNO,19,18,1,19,18,0,1,0,0,0,18,18,0,0,46,21,25,46,21,25,0,0,0,0,0,0, ,0,1,0,0
601010008,6,1,10,8,6220,DURAZNO,DURAZNO,21,19,2,21,19,0,2,0,0,0,19,19,0,0,48,21,27,48,21,27,0,0,0,0,0,0, ,0,1,0,0
601010009,6,1,10,9,6220,DURAZNO,DURAZNO,33,26,7,33,26,0,7,0,0,0,26,26,0,0,72,28,44,72,28,44,0,0,0,0,0,0, ,0,1,0,0
601010010,6,1,10,10,6220,DURAZNO,DURAZNO,16,15,1,16,15,0,1,0,0,0,15,15,0,0,38,18,20,38,18,20,0,0,0,0,0,0, ,0,1,0,0
601010011,6,1,10,11,6220,DURAZNO,DURAZNO,31,26,5,30,25,0,5,1,1,0,26,25,0,1,71,34,37,63,30,33,0,0,0,8,4,4, ,0,1,0,0
601010012,6,1,10,12,6220,DURAZNO,DURAZNO,23,21,2,23,21,0,2,0,0,0,21,21,0,0,52,25,27,52,25,27,0,0,0,0,0,0, ,0,1,0,0
601010013,6,1,10,13,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,17,17,0,0,37,15,22,37,15,22,0,0,0,0,0,0, ,0,1,0,0
601010014,6,1,10,14,6220,DURAZNO,DURAZNO,25,24,1,25,24,0,1,0,0,0,24,24,0,0,57,27,30,57,27,30,0,0,0,0,0,0, ,0,1,0,0
601010015,6,1,10,15,6220,DURAZNO,DURAZNO,29,24,5,29,24,0,5,0,0,0,24,24,0,0,57,28,29,57,28,29,0,0,0,0,0,0, ,0,1,0,0
601010016,6,1,10,16,6220,DURAZNO,DURAZNO,18,14,4,18,14,0,4,0,0,0,14,14,0,0,35,17,18,35,17,18,0,0,0,0,0,0, ,0,1,0,0
601011002,6,1,11,2,6220,DURAZNO,DURAZNO,17,16,1,17,16,0,1,0,0,0,16,16,0,0,34,13,21,34,13,21,0,0,0,0,0,0, ,0,1,0,0
601011003,6,1,11,3,6220,DURAZNO,DURAZNO,12,10,2,12,10,0,2,0,0,0,12,12,0,0,37,16,21,37,16,21,0,0,0,0,0,0, ,0,1,0,0
601011004,6,1,11,4,6220,DURAZNO,DURAZNO,31,30,1,31,30,0,1,0,0,0,31,31,0,0,90,41,49,90,41,49,0,0,0,0,0,0, ,0,1,0,0
601011005,6,1,11,5,6220,DURAZNO,DURAZNO,31,29,2,31,29,0,2,0,0,0,30,30,0,0,88,46,42,88,46,42,0,0,0,0,0,0, ,0,1,0,0
601011006,6,1,11,6,6220,DURAZNO,DURAZNO,37,32,5,37,32,0,5,0,0,0,32,32,0,0,97,46,51,97,46,51,0,0,0,0,0,0, ,0,1,0,0
601011007,6,1,11,7,6220,DURAZNO,DURAZNO,26,20,6,26,20,0,6,0,0,0,20,20,0,0,56,29,27,56,29,27,0,0,0,0,0,0, ,0,1,0,0
601011008,6,1,11,8,6220,DURAZNO,DURAZNO,20,19,1,20,19,0,1,0,0,0,19,19,0,0,44,18,26,44,18,26,0,0,0,0,0,0, ,0,1,0,0
601011009,6,1,11,9,6220,DURAZNO,DURAZNO,27,20,7,27,20,0,7,0,0,0,20,20,0,0,40,19,21,40,19,21,0,0,0,0,0,0, ,0,1,0,0
601011010,6,1,11,10,6220,DURAZNO,DURAZNO,32,28,4,31,27,0,4,1,1,0,28,27,0,1,68,25,43,65,25,40,0,0,0,3,0,3, ,0,1,0,0
601011011,6,1,11,11,6220,DURAZNO,DURAZNO,34,31,3,34,31,0,3,0,0,0,31,31,0,0,80,34,46,80,34,46,0,0,0,0,0,0, ,0,1,0,0
601011012,6,1,11,12,6220,DURAZNO,DURAZNO,28,26,2,28,26,0,2,0,0,0,26,26,0,0,72,36,36,72,36,36,0,0,0,0,0,0, ,0,1,0,0
601011013,6,1,11,13,6220,DURAZNO,DURAZNO,29,26,3,29,26,0,3,0,0,0,27,27,0,0,88,39,49,88,39,49,0,0,0,0,0,0, ,0,1,0,0
601011017,6,1,11,17,6220,DURAZNO,DURAZNO,23,21,2,23,21,0,2,0,0,0,22,22,0,0,58,27,31,58,27,31,0,0,0,0,0,0, ,0,1,0,0
601011018,6,1,11,18,6220,DURAZNO,DURAZNO,24,21,3,24,21,0,3,0,0,0,22,22,0,0,58,24,34,58,24,34,0,0,0,0,0,0, ,0,1,0,0
601011019,6,1,11,19,6220,DURAZNO,DURAZNO,26,20,6,26,20,0,6,0,0,0,20,20,0,0,62,27,35,62,27,35,0,0,0,0,0,0, ,0,1,0,0
601011020,6,1,11,20,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601011021,6,1,11,21,6220,DURAZNO,DURAZNO,14,13,1,14,13,0,1,0,0,0,13,13,0,0,37,17,20,37,17,20,0,0,0,0,0,0, ,0,1,0,0
601011022,6,1,11,22,6220,DURAZNO,DURAZNO,12,10,2,12,10,0,2,0,0,0,10,10,0,0,30,15,15,30,15,15,0,0,0,0,0,0, ,0,1,0,0
601011800,6,1,11,800,6220,DURAZNO,DURAZNO,9,8,1,9,8,0,1,0,0,0,8,8,0,0,21,9,12,21,9,12,0,0,0,0,0,0, ,0,1,0,0
601011801,6,1,11,801,6220,DURAZNO,DURAZNO,31,26,5,31,26,0,5,0,0,0,28,28,0,0,72,32,40,72,32,40,0,0,0,0,0,0, ,0,1,0,0
601011802,6,1,11,802,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601012001,6,1,12,1,6220,DURAZNO,DURAZNO,10,9,1,10,9,0,1,0,0,0,9,9,0,0,26,12,14,26,12,14,0,0,0,0,0,0, ,0,1,0,0
601012002,6,1,12,2,6220,DURAZNO,DURAZNO,17,15,2,17,15,0,2,0,0,0,15,15,0,0,41,21,20,41,21,20,0,0,0,0,0,0, ,0,1,0,0
601012003,6,1,12,3,6220,DURAZNO,DURAZNO,28,24,4,28,24,0,4,0,0,0,24,24,0,0,77,34,43,77,34,43,0,0,0,0,0,0, ,0,1,0,0
601012004,6,1,12,4,6220,DURAZNO,DURAZNO,35,31,4,35,31,0,4,0,0,0,34,34,0,0,91,48,43,91,48,43,0,0,0,0,0,0, ,0,1,0,0
601012005,6,1,12,5,6220,DURAZNO,DURAZNO,18,15,3,18,15,0,3,0,0,0,15,15,0,0,37,18,19,37,18,19,0,0,0,0,0,0, ,0,1,0,0
601012006,6,1,12,6,6220,DURAZNO,DURAZNO,13,12,1,13,12,0,1,0,0,0,12,12,0,0,39,20,19,39,20,19,0,0,0,0,0,0, ,0,1,0,0
601012007,6,1,12,7,6220,DURAZNO,DURAZNO,25,24,1,25,24,0,1,0,0,0,24,24,0,0,75,34,41,75,34,41,0,0,0,0,0,0, ,0,1,0,0
601012008,6,1,12,8,6220,DURAZNO,DURAZNO,30,22,8,30,22,0,8,0,0,0,22,22,0,0,55,22,33,55,22,33,0,0,0,0,0,0, ,0,1,0,0
601012011,6,1,12,11,6220,DURAZNO,DURAZNO,21,14,7,21,14,0,7,0,0,0,14,14,0,0,36,16,20,36,16,20,0,0,0,0,0,0, ,0,1,0,0
601012012,6,1,12,12,6220,DURAZNO,DURAZNO,25,19,6,25,19,0,6,0,0,0,19,19,0,0,40,15,25,40,15,25,0,0,0,0,0,0, ,0,1,0,0
601012013,6,1,12,13,6220,DURAZNO,DURAZNO,29,22,7,29,22,0,7,0,0,0,22,22,0,0,48,20,28,48,20,28,0,0,0,0,0,0, ,0,1,0,0
601012014,6,1,12,14,6220,DURAZNO,DURAZNO,14,14,0,14,14,0,0,0,0,0,14,14,0,0,35,13,22,35,13,22,0,0,0,0,0,0, ,0,1,0,0
601012015,6,1,12,15,6220,DURAZNO,DURAZNO,17,13,4,17,13,0,4,0,0,0,14,14,0,0,29,14,15,29,14,15,0,0,0,0,0,0, ,0,1,0,0
601012016,6,1,12,16,6220,DURAZNO,DURAZNO,6,4,2,6,4,0,2,0,0,0,4,4,0,0,11,5,6,11,5,6,0,0,0,0,0,0, ,0,1,0,0
601012017,6,1,12,17,6220,DURAZNO,DURAZNO,7,5,2,7,5,0,2,0,0,0,5,5,0,0,16,5,11,16,5,11,0,0,0,0,0,0, ,0,1,0,0
601012018,6,1,12,18,6220,DURAZNO,DURAZNO,26,21,5,26,21,0,5,0,0,0,22,22,0,0,69,32,37,69,32,37,0,0,0,0,0,0, ,0,1,0,0
601012019,6,1,12,19,6220,DURAZNO,DURAZNO,39,38,1,39,38,0,1,0,0,0,38,38,0,0,100,53,47,100,53,47,0,0,0,0,0,0, ,0,1,0,0
601013001,6,1,13,1,6220,DURAZNO,DURAZNO,2,1,1,2,1,0,1,0,0,0,1,1,0,0,6,4,2,6,4,2,0,0,0,0,0,0, ,0,1,0,0
601013002,6,1,13,2,6220,DURAZNO,DURAZNO,17,12,5,17,12,0,5,0,0,0,12,12,0,0,31,15,16,31,15,16,0,0,0,0,0,0, ,0,1,0,0
601013003,6,1,13,3,6220,DURAZNO,DURAZNO,10,8,2,10,8,0,2,0,0,0,9,9,0,0,19,9,10,19,9,10,0,0,0,0,0,0, ,0,1,0,0
601013004,6,1,13,4,6220,DURAZNO,DURAZNO,27,26,1,27,26,0,1,0,0,0,26,26,0,0,64,28,36,64,28,36,0,0,0,0,0,0, ,0,1,0,0
601013005,6,1,13,5,6220,DURAZNO,DURAZNO,23,19,4,23,19,0,4,0,0,0,19,19,0,0,58,26,32,58,26,32,0,0,0,0,0,0, ,0,1,0,0
601013008,6,1,13,8,6220,DURAZNO,DURAZNO,22,16,6,22,16,0,6,0,0,0,16,16,0,0,37,16,21,37,16,21,0,0,0,0,0,0, ,0,1,0,0
601013009,6,1,13,9,6220,DURAZNO,DURAZNO,23,21,2,23,21,0,2,0,0,0,21,21,0,0,51,21,30,51,21,30,0,0,0,0,0,0, ,0,1,0,0
601013400,6,1,13,400,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601013401,6,1,13,401,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601013402,6,1,13,402,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601013600,6,1,13,600,6220,DURAZNO,DURAZNO,8,8,0,8,8,0,0,0,0,0,8,8,0,0,25,11,14,25,11,14,0,0,0,0,0,0, ,0,1,0,0
601013601,6,1,13,601,6220,DURAZNO,DURAZNO,35,35,0,35,35,0,0,0,0,0,35,35,0,0,78,35,43,78,35,43,0,0,0,0,0,0, ,0,1,0,0
601013603,6,1,13,603,6220,DURAZNO,DURAZNO,15,13,2,15,13,0,2,0,0,0,13,13,0,0,27,12,15,27,12,15,0,0,0,0,0,0, ,0,1,0,0
601013604,6,1,13,604,6220,DURAZNO,DURAZNO,14,14,0,14,14,0,0,0,0,0,15,15,0,0,38,18,20,38,18,20,0,0,0,0,0,0, ,0,1,0,0
601013803,6,1,13,803,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601014001,6,1,14,1,6220,DURAZNO,DURAZNO,17,15,2,17,15,0,2,0,0,0,15,15,0,0,36,16,20,36,16,20,0,0,0,0,0,0, ,0,1,0,0
601014002,6,1,14,2,6220,DURAZNO,DURAZNO,25,23,2,25,23,0,2,0,0,0,24,24,0,0,62,26,36,62,26,36,0,0,0,0,0,0, ,0,1,0,0
601014003,6,1,14,3,6220,DURAZNO,DURAZNO,22,14,8,22,14,0,8,0,0,0,14,14,0,0,39,15,24,39,15,24,0,0,0,0,0,0, ,0,1,0,0
601014004,6,1,14,4,6220,DURAZNO,DURAZNO,34,28,6,34,28,0,6,0,0,0,28,28,0,0,77,30,47,77,30,47,0,0,0,0,0,0, ,0,1,0,0
601014005,6,1,14,5,6220,DURAZNO,DURAZNO,20,17,3,20,17,0,3,0,0,0,17,17,0,0,36,16,20,36,16,20,0,0,0,0,0,0, ,0,1,0,0
601014006,6,1,14,6,6220,DURAZNO,DURAZNO,16,13,3,16,13,0,3,0,0,0,13,13,0,0,33,18,15,33,18,15,0,0,0,0,0,0, ,0,1,0,0
601014007,6,1,14,7,6220,DURAZNO,DURAZNO,28,21,7,28,21,0,7,0,0,0,21,21,0,0,57,24,33,57,24,33,0,0,0,0,0,0, ,0,1,0,0
601014008,6,1,14,8,6220,DURAZNO,DURAZNO,27,22,5,27,22,0,5,0,0,0,23,23,0,0,58,26,32,58,26,32,0,0,0,0,0,0, ,0,1,0,0
601014009,6,1,14,9,6220,DURAZNO,DURAZNO,29,22,7,29,22,0,7,0,0,0,22,22,0,0,50,21,29,50,21,29,0,0,0,0,0,0, ,0,1,0,0
601014010,6,1,14,10,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,17,17,0,0,43,19,24,43,19,24,0,0,0,0,0,0, ,0,1,0,0
601014011,6,1,14,11,6220,DURAZNO,DURAZNO,33,28,5,33,28,0,5,0,0,0,28,28,0,0,68,30,38,68,30,38,0,0,0,0,0,0, ,0,1,0,0
601014012,6,1,14,12,6220,DURAZNO,DURAZNO,29,29,0,28,28,0,0,1,1,0,29,28,0,1,69,32,37,64,29,35,0,0,0,5,3,2, ,0,1,0,0
601014013,6,1,14,13,6220,DURAZNO,DURAZNO,20,19,1,20,19,0,1,0,0,0,20,20,0,0,57,32,25,57,32,25,0,0,0,0,0,0, ,0,1,0,0
601014014,6,1,14,14,6220,DURAZNO,DURAZNO,27,24,3,27,24,0,3,0,0,0,24,24,0,0,61,25,36,61,25,36,0,0,0,0,0,0, ,0,1,0,0
601014015,6,1,14,15,6220,DURAZNO,DURAZNO,29,27,2,29,27,0,2,0,0,0,28,28,0,0,63,27,36,63,27,36,0,0,0,0,0,0, ,0,1,0,0
601014406,6,1,14,406,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601014407,6,1,14,407,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601015001,6,1,15,1,6220,DURAZNO,DURAZNO,26,26,0,26,26,0,0,0,0,0,26,26,0,0,72,36,36,72,36,36,0,0,0,0,0,0, ,0,1,0,0
601015002,6,1,15,2,6220,DURAZNO,DURAZNO,22,21,1,22,21,0,1,0,0,0,21,21,0,0,74,37,37,74,37,37,0,0,0,0,0,0, ,0,1,0,0
601015003,6,1,15,3,6220,DURAZNO,DURAZNO,22,19,3,22,19,0,3,0,0,0,21,21,0,0,63,31,32,63,31,32,0,0,0,0,0,0, ,0,1,0,0
601015004,6,1,15,4,6220,DURAZNO,DURAZNO,20,19,1,20,19,0,1,0,0,0,19,19,0,0,48,18,30,48,18,30,0,0,0,0,0,0, ,0,1,0,0
601015005,6,1,15,5,6220,DURAZNO,DURAZNO,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601015006,6,1,15,6,6220,DURAZNO,DURAZNO,16,14,2,16,14,0,2,0,0,0,14,14,0,0,43,23,20,43,23,20,0,0,0,0,0,0, ,0,1,0,0
601015007,6,1,15,7,6220,DURAZNO,DURAZNO,10,7,3,9,6,0,3,1,1,0,6,6,0,0,22,10,12,22,10,12,0,0,0,0,0,0, ,0,1,0,0
601015008,6,1,15,8,6220,DURAZNO,DURAZNO,34,32,2,34,32,0,2,0,0,0,34,34,0,0,107,56,51,107,56,51,0,0,0,0,0,0, ,0,1,0,0
601015009,6,1,15,9,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,17,17,0,0,46,22,24,46,22,24,0,0,0,0,0,0, ,0,1,0,0
601015010,6,1,15,10,6220,DURAZNO,DURAZNO,24,21,3,24,21,0,3,0,0,0,21,21,0,0,69,28,41,69,28,41,0,0,0,0,0,0, ,0,1,0,0
601015011,6,1,15,11,6220,DURAZNO,DURAZNO,30,25,5,30,25,0,5,0,0,0,28,28,0,0,76,34,42,76,34,42,0,0,0,0,0,0, ,0,1,0,0
601016001,6,1,16,1,6220,DURAZNO,DURAZNO,35,28,7,35,28,0,7,0,0,0,28,28,0,0,75,30,45,75,30,45,0,0,0,0,0,0, ,0,1,0,0
601016002,6,1,16,2,6220,DURAZNO,DURAZNO,36,26,10,36,26,0,10,0,0,0,26,26,0,0,69,35,34,69,35,34,0,0,0,0,0,0, ,0,1,0,0
601016003,6,1,16,3,6220,DURAZNO,DURAZNO,30,21,9,30,21,0,9,0,0,0,21,21,0,0,49,23,26,49,23,26,0,0,0,0,0,0, ,0,1,0,0
601016004,6,1,16,4,6220,DURAZNO,DURAZNO,20,17,3,20,17,0,3,0,0,0,20,20,0,0,63,32,31,63,32,31,0,0,0,0,0,0, ,0,1,0,0
601016005,6,1,16,5,6220,DURAZNO,DURAZNO,21,17,4,21,17,0,4,0,0,0,17,17,0,0,46,17,29,46,17,29,0,0,0,0,0,0, ,0,1,0,0
601016006,6,1,16,6,6220,DURAZNO,DURAZNO,33,22,11,33,22,0,11,0,0,0,22,22,0,0,63,33,30,63,33,30,0,0,0,0,0,0, ,0,1,0,0
601016007,6,1,16,7,6220,DURAZNO,DURAZNO,36,28,8,36,28,0,8,0,0,0,28,28,0,0,77,35,42,77,35,42,0,0,0,0,0,0, ,0,1,0,0
601016008,6,1,16,8,6220,DURAZNO,DURAZNO,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016010,6,1,16,10,6220,DURAZNO,DURAZNO,29,22,7,29,22,0,7,0,0,0,22,22,0,0,50,23,27,50,23,27,0,0,0,0,0,0, ,0,1,0,0
601016011,6,1,16,11,6220,DURAZNO,DURAZNO,3,2,1,3,2,0,1,0,0,0,2,2,0,0,6,3,3,6,3,3,0,0,0,0,0,0, ,0,1,0,0
601016012,6,1,16,12,6220,DURAZNO,DURAZNO,13,10,3,13,10,0,3,0,0,0,10,10,0,0,36,17,19,36,17,19,0,0,0,0,0,0, ,0,1,0,0
601016014,6,1,16,14,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016015,6,1,16,15,6220,DURAZNO,DURAZNO,28,22,6,28,22,0,6,0,0,0,22,22,0,0,55,26,29,55,26,29,0,0,0,0,0,0, ,0,1,0,0
601016016,6,1,16,16,6220,DURAZNO,DURAZNO,19,15,4,19,15,0,4,0,0,0,16,16,0,0,39,18,21,39,18,21,0,0,0,0,0,0, ,0,1,0,0
601016017,6,1,16,17,6220,DURAZNO,DURAZNO,29,24,5,29,24,0,5,0,0,0,24,24,0,0,68,33,35,68,33,35,0,0,0,0,0,0, ,0,1,0,0
601016018,6,1,16,18,6220,DURAZNO,DURAZNO,27,24,3,27,24,0,3,0,0,0,27,27,0,0,77,41,36,77,41,36,0,0,0,0,0,0, ,0,1,0,0
601016019,6,1,16,19,6220,DURAZNO,DURAZNO,13,13,0,13,13,0,0,0,0,0,13,13,0,0,28,11,17,28,11,17,0,0,0,0,0,0, ,0,1,0,0
601016421,6,1,16,421,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016422,6,1,16,422,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016423,6,1,16,423,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016424,6,1,16,424,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016800,6,1,16,800,6220,DURAZNO,DURAZNO,33,26,7,33,26,0,7,0,0,0,26,26,0,0,65,26,39,65,26,39,0,0,0,0,0,0, ,0,1,0,0
601016801,6,1,16,801,6220,DURAZNO,DURAZNO,40,37,3,40,37,0,3,0,0,0,37,37,0,0,80,28,52,80,28,52,0,0,0,0,0,0, ,0,1,0,0
601016802,6,1,16,802,6220,DURAZNO,DURAZNO,32,30,2,32,30,0,2,0,0,0,30,30,0,0,62,26,36,62,26,36,0,0,0,0,0,0, ,0,1,0,0
601016803,6,1,16,803,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601016804,6,1,16,804,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601017001,6,1,17,1,6220,DURAZNO,DURAZNO,24,20,4,24,20,0,4,0,0,0,21,21,0,0,59,30,29,59,30,29,0,0,0,0,0,0, ,0,1,0,0
601017002,6,1,17,2,6220,DURAZNO,DURAZNO,17,15,2,17,15,0,2,0,0,0,15,15,0,0,45,21,24,45,21,24,0,0,0,0,0,0, ,0,1,0,0
601017004,6,1,17,4,6220,DURAZNO,DURAZNO,22,21,1,22,21,0,1,0,0,0,21,21,0,0,81,39,42,81,39,42,0,0,0,0,0,0, ,0,1,0,0
601017005,6,1,17,5,6220,DURAZNO,DURAZNO,13,13,0,13,13,0,0,0,0,0,13,13,0,0,29,12,17,29,12,17,0,0,0,0,0,0, ,0,1,0,0
601017006,6,1,17,6,6220,DURAZNO,DURAZNO,21,18,3,21,18,0,3,0,0,0,18,18,0,0,49,23,26,49,23,26,0,0,0,0,0,0, ,0,1,0,0
601017007,6,1,17,7,6220,DURAZNO,DURAZNO,24,20,4,24,20,0,4,0,0,0,20,20,0,0,68,37,31,68,37,31,0,0,0,0,0,0, ,0,1,0,0
601017008,6,1,17,8,6220,DURAZNO,DURAZNO,17,17,0,17,17,0,0,0,0,0,19,19,0,0,43,23,20,43,23,20,0,0,0,0,0,0, ,0,1,0,0
601017009,6,1,17,9,6220,DURAZNO,DURAZNO,23,21,2,23,21,0,2,0,0,0,23,23,0,0,58,33,25,58,33,25,0,0,0,0,0,0, ,0,1,0,0
601017010,6,1,17,10,6220,DURAZNO,DURAZNO,30,28,2,30,28,0,2,0,0,0,28,28,0,0,65,28,37,65,28,37,0,0,0,0,0,0, ,0,1,0,0
601017011,6,1,17,11,6220,DURAZNO,DURAZNO,23,20,3,23,20,0,3,0,0,0,20,20,0,0,66,34,32,66,34,32,0,0,0,0,0,0, ,0,1,0,0
601017012,6,1,17,12,6220,DURAZNO,DURAZNO,18,16,2,18,16,0,2,0,0,0,16,16,0,0,58,23,35,58,23,35,0,0,0,0,0,0, ,0,1,0,0
601017800,6,1,17,800,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,17,17,0,0,45,23,22,45,23,22,0,0,0,0,0,0, ,0,1,0,0
601017801,6,1,17,801,6220,DURAZNO,DURAZNO,23,20,3,23,20,0,3,0,0,0,20,20,0,0,47,19,28,47,19,28,0,0,0,0,0,0, ,0,1,0,0
601018001,6,1,18,1,6220,DURAZNO,DURAZNO,20,19,1,20,19,0,1,0,0,0,19,19,0,0,58,27,31,58,27,31,0,0,0,0,0,0, ,0,1,0,0
601018002,6,1,18,2,6220,DURAZNO,DURAZNO,16,15,1,16,15,0,1,0,0,0,16,16,0,0,52,22,30,52,22,30,0,0,0,0,0,0, ,0,1,0,0
601018003,6,1,18,3,6220,DURAZNO,DURAZNO,22,19,3,22,19,0,3,0,0,0,19,19,0,0,65,31,34,65,31,34,0,0,0,0,0,0, ,0,1,0,0
601018004,6,1,18,4,6220,DURAZNO,DURAZNO,21,20,1,21,20,0,1,0,0,0,20,20,0,0,61,24,37,61,24,37,0,0,0,0,0,0, ,0,1,0,0
601018005,6,1,18,5,6220,DURAZNO,DURAZNO,2,2,0,2,2,0,0,0,0,0,2,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0, ,0,1,0,0
601018008,6,1,18,8,6220,DURAZNO,DURAZNO,7,5,2,7,5,0,2,0,0,0,5,5,0,0,11,5,6,11,5,6,0,0,0,0,0,0, ,0,1,0,0
601018009,6,1,18,9,6220,DURAZNO,DURAZNO,28,23,5,28,23,0,5,0,0,0,24,24,0,0,67,29,38,67,29,38,0,0,0,0,0,0, ,0,1,0,0
601018010,6,1,18,10,6220,DURAZNO,DURAZNO,22,20,2,22,20,0,2,0,0,0,24,24,0,0,68,33,35,68,33,35,0,0,0,0,0,0, ,0,1,0,0
601018404,6,1,18,404,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601018600,6,1,18,600,6220,DURAZNO,DURAZNO,4,3,1,4,3,0,1,0,0,0,3,3,0,0,6,2,4,6,2,4,0,0,0,0,0,0, ,0,1,0,0
601018601,6,1,18,601,6220,DURAZNO,DURAZNO,16,16,0,16,16,0,0,0,0,0,18,18,0,0,68,33,35,68,33,35,0,0,0,0,0,0, ,0,1,0,0
601018602,6,1,18,602,6220,DURAZNO,DURAZNO,28,26,2,28,26,0,2,0,0,0,28,28,0,0,90,48,42,90,48,42,0,0,0,0,0,0, ,0,1,0,0
601018603,6,1,18,603,6220,DURAZNO,DURAZNO,42,38,4,42,38,0,4,0,0,0,40,40,0,0,114,54,60,114,54,60,0,0,0,0,0,0, ,0,1,0,0
601018920,6,1,18,920,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601019001,6,1,19,1,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601019002,6,1,19,2,6220,DURAZNO,DURAZNO,5,5,0,5,5,0,0,0,0,0,5,5,0,0,21,11,10,21,11,10,0,0,0,0,0,0, ,0,1,0,0
